0.05,226.74,8.95,0.00,11.45,0.77,49.99,33.79
0.05,227.01,8.77,0.00,11.41,0.77,49.98,33.51
0.05,227.39,9.02,0.00,11.54,0.77,49.98,33.51
0.05,227.15,8.81,0.00,11.45,0.77,49.98,33.79
0.05,226.90,8.72,0.00,11.37,0.77,49.97,33.79
0.05,226.80,8.93,0.00,11.45,0.78,49.97,33.79
0.05,227.73,8.84,0.00,11.52,0.77,49.97,33.51
0.05,227.55,8.92,0.00,11.52,0.77,49.96,33.22
0.05,227.25,8.91,0.00,11.48,0.78,49.96,33.51
0.05,227.17,8.82,0.00,11.44,0.77,49.95,34.08
0.05,227.43,8.84,0.00,11.47,0.77,49.96,33.51
0.05,227.17,8.72,0.00,11.40,0.77,49.96,33.79
0.05,227.40,8.74,0.00,11.43,0.76,49.96,33.51
0.05,227.78,8.98,0.00,11.56,0.77,49.96,33.79
0.05,227.41,8.82,0.00,11.48,0.78,49.96,33.79
0.05,227.10,8.73,0.00,11.39,0.77,49.95,33.51
0.05,227.19,8.83,0.00,11.42,0.77,49.95,33.51
0.05,227.85,9.12,0.00,11.61,0.77,49.95,34.08
0.05,227.68,9.10,0.00,11.62,0.79,49.94,33.79
0.05,227.28,8.93,0.00,11.48,0.78,49.94,33.51
0.05,227.26,8.84,0.00,11.46,0.78,49.94,33.51
0.05,227.50,8.76,0.00,11.42,0.77,49.94,33.51
0.05,227.35,8.82,0.00,11.45,0.77,49.94,33.79
0.05,227.77,8.94,0.00,11.53,0.77,49.95,33.51
0.05,227.97,9.08,0.00,11.59,0.77,49.95,33.79
0.05,227.76,8.98,0.00,11.53,0.78,49.95,33.79
0.05,227.25,8.77,0.00,11.42,0.78,49.95,33.51
0.05,227.07,8.69,0.00,11.36,0.77,49.96,33.51
0.05,227.78,8.81,0.00,11.48,0.77,49.95,34.08
0.05,227.73,8.68,0.00,11.43,0.77,49.95,33.51
0.05,227.28,9.09,0.00,11.50,0.78,49.96,33.51
0.05,226.97,9.04,0.00,11.47,0.79,49.96,33.79
0.05,227.26,9.19,0.00,11.57,0.79,49.96,33.22
0.05,227.21,9.13,0.00,11.56,0.80,49.97,33.22
0.05,227.48,9.22,0.00,11.61,0.79,49.97,33.51
0.05,227.37,9.08,0.00,11.50,0.77,49.98,33.51
0.05,227.44,8.90,0.00,11.47,0.78,49.98,33.51
0.05,226.36,9.01,0.00,11.40,0.79,49.98,34.08
0.05,226.07,9.03,0.00,11.37,0.80,49.99,34.08
0.05,226.63,9.17,0.00,11.44,0.79,49.99,33.51
0.05,226.49,8.85,0.00,11.35,0.79,49.98,33.79
0.05,226.01,8.84,0.00,11.25,0.77,49.99,34.08
0.05,225.94,8.99,0.00,11.30,0.79,49.99,33.79
0.05,226.02,9.02,0.00,11.35,0.80,50.00,33.51
0.05,226.03,9.07,0.00,11.38,0.80,50.00,33.51
0.05,226.92,9.16,0.00,11.51,0.80,50.00,33.79
0.05,227.14,8.90,0.00,11.40,0.79,50.01,33.79
0.05,226.73,9.11,0.00,11.42,0.78,50.01,34.08
0.05,226.69,9.01,0.00,11.38,0.79,50.02,34.08
0.05,226.67,8.93,0.00,11.34,0.79,50.02,33.51
0.05,226.94,8.92,0.00,11.37,0.79,50.02,34.08
0.05,227.20,8.92,0.00,11.39,0.79,50.02,34.08
0.05,227.06,8.68,0.00,11.31,0.77,50.02,34.08
0.05,226.93,9.06,0.00,11.41,0.78,50.02,33.51
0.05,226.80,8.63,0.00,11.27,0.78,50.03,34.08
0.05,226.85,8.88,0.00,11.32,0.78,50.03,34.08
0.05,226.84,9.10,0.00,11.45,0.80,50.03,34.08
0.05,226.98,8.90,0.00,11.35,0.79,50.03,34.08
0.05,226.88,8.64,0.00,11.27,0.77,50.04,34.08
0.05,226.94,8.73,0.00,11.29,0.78,50.03,34.08
0.05,227.34,8.75,0.00,11.33,0.77,50.03,34.65
0.05,227.40,9.00,0.00,11.41,0.78,50.04,34.36
0.05,227.67,9.28,0.00,11.59,0.79,50.03,34.36
0.05,227.75,8.88,0.00,11.46,0.78,50.03,34.08
0.05,227.73,8.91,0.00,11.43,0.77,50.03,33.79
0.05,227.63,8.92,0.00,11.44,0.78,50.02,34.36
0.05,227.65,8.91,0.00,11.43,0.78,50.03,34.08
0.05,227.64,9.08,0.00,11.49,0.79,50.03,33.79
0.05,227.43,9.05,0.00,11.47,0.80,50.03,33.79
0.05,227.33,8.78,0.00,11.36,0.79,50.03,34.08
0.05,227.90,9.00,0.00,11.48,0.79,50.03,34.36
0.05,227.56,8.76,0.00,11.36,0.77,50.03,34.36
0.05,227.47,8.89,0.00,11.38,0.77,50.03,34.08
0.05,228.09,9.17,0.00,11.56,0.79,50.03,34.36
0.05,228.20,8.90,0.00,11.50,0.79,50.04,34.08
0.05,228.16,8.84,0.00,11.46,0.77,50.04,34.36
0.05,227.92,8.97,0.00,11.47,0.78,50.04,34.65
,50.04,34.08
0.05,228.39,9.24,0.00,11.61,0.79,50.03,34.36
0.05,227.52,9.23,0.00,11.56,0.80,50.03,33.79
0.05,227.63,8.82,0.00,11.40,0.78,50.03,34.65
0.05,227.57,9.03,0.00,11.45,0.77,50.03,34.36
0.05,227.49,8.79,0.00,11.36,0.79,50.02,34.65
0.05,227.46,8.67,0.00,11.31,0.78,50.02,34.08
0.05,227.12,8.91,0.00,11.34,0.78,50.02,34.36
0.05,227.07,9.15,0.00,11.49,0.80,50.01,34.08
0.05,227.47,8.83,0.00,11.38,0.79,50.00,34.36
0.05,227.20,8.88,0.00,11.37,0.78,50.00,34.08
0.05,227.29,9.02,0.00,11.42,0.78,49.99,34.65
0.05,227.28,9.10,0.00,11.44,0.78,49.98,34.65
0.05,227.22,9.05,0.00,11.42,0.79,49.98,34.65
0.05,227.15,9.08,0.00,11.44,0.80,49.98,34.65
0.05,227.31,8.64,0.00,11.33,0.78,49.97,34.36
0.05,227.59,9.06,0.00,11.47,0.78,49.97,34.65
0.05,227.33,8.73,0.00,11.34,0.78,49.97,34.65
0.05,227.24,9.03,0.00,11.40,0.77,49.96,34.36
0.05,227.43,9.10,0.00,11.46,0.79,49.96,34.65
0.05,227.33,8.87,0.00,11.37,0.80,49.96,34.65
0.05,227.39,8.78,0.00,11.36,0.77,49.96,34.36
0.05,227.04,8.98,0.00,11.38,0.79,49.96,34.65
0.05,227.51,9.09,0.00,11.46,0.79,49.96,34.65
0.05,227.73,9.07,0.00,11.49,0.79,49.96,34.65
0.05,227.19,9.18,0.00,11.48,0.79,49.96,34.36
0.05,227.33,8.76,0.00,11.34,0.79,49.97,34.93
0.05,227.29,9.10,0.00,11.42,0.77,49.96,34.65
0.05,227.41,8.95,0.00,11.42,0.80,49.96,34.93
0.05,227.22,8.91,0.00,11.36,0.79,49.96,34.65
0.05,227.40,9.01,0.00,11.44,0.79,49.96,34.65
0.05,227.65,8.87,0.00,11.41,0.79,49.97,34.65
0.05,227.94,8.79,0.00,11.41,0.77,49.98,34.93
0.05,227.55,8.96,0.00,11.41,0.77,49.98,34.65
0.05,227.44,8.81,0.00,11.35,0.78,49.98,34.65
0.05,227.68,9.09,0.00,11.45,0.78,49.98,34.93
0.05,227.61,9.17,0.00,11.52,0.80,49.98,34.65
0.05,227.45,8.82,0.00,11.36,0.79,49.99,34.65
0.05,227.22,8.81,0.00,11.31,0.77,49.99,34.65
0.05,227.46,8.91,0.00,11.37,0.79,49.99,34.36
0.05,227.54,8.83,0.00,11.37,0.77,49.99,34.36
0.05,227.59,9.12,0.00,11.47,0.79,50.00,34.65
0.05,227.69,9.10,0.00,11.51,0.80,49.99,35.22
0.05,227.94,8.66,0.00,11.37,0.77,50.00,34.93
0.05,227.81,8.86,0.00,11.39,0.76,50.00,34.36
0.05,227.70,9.05,0.00,11.46,0.79,49.99,34.65
0.05,227.58,8.94,0.00,11.42,0.79,49.99,34.65
0.05,227.92,9.07,0.00,11.51,0.79,49.99,34.65
0.05,227.74,9.30,0.00,11.58,0.79,49.99,34.65
0.05,227.42,8.79,0.00,11.34,0.78,49.99,34.65
0.05,227.90,9.20,0.00,11.54,0.78,49.99,34.65
0.05,227.73,8.91,0.00,11.40,0.78,50.00,34.65
0.05,227.39,8.97,0.00,11.41,0.79,49.99,34.65
0.05,227.41,9.22,0.00,11.51,0.79,49.99,34.65
0.05,227.68,8.74,0.00,11.38,0.79,49.99,35.22
0.05,227.73,8.62,0.00,11.33,0.77,49.99,35.22
0.05,227.41,8.94,0.00,11.38,0.78,49.99,34.93
0.05,227.41,8.85,0.00,11.34,0.78,50.00,34.65
0.05,227.73,9.01,0.00,11.44,0.79,50.00,34.65
0.05,227.64,9.21,0.00,11.53,0.79,49.99,34.36
0.05,227.88,8.77,0.00,11.39,0.78,49.99,34.65
0.05,227.75,8.85,0.00,11.37,0.76,49.98,34.36
0.05,227.97,9.08,0.00,11.51,0.79,49.98,34.93
0.05,228.05,9.05,0.00,11.49,0.79,49.98,34.93
0.05,228.27,9.20,0.00,11.58,0.79,49.99,35.50
0.05,227.97,9.16,0.00,11.55,0.80,49.99,34.93
0.05,228.21,8.84,0.00,11.45,0.78,49.99,34.65
0.05,228.22,8.85,0.00,11.44,0.77,49.99,34.93
0.05,227.90,8.90,0.00,11.42,0.78,49.99,34.93
0.05,227.66,9.07,0.00,11.46,0.79,49.99,34.65
0.05,227.42,9.13,0.00,11.46,0.79,50.00,34.65
0.05,227.70,8.82,0.00,11.39,0.80,50.00,34.65
0.05,226.72,8.61,0.00,11.19,0.78,50.01,34.65
0.05,226.72,8.81,0.00,11.23,0.77,50.00,35.22
0.05,226.96,8.93,0.00,11.30,0.79,50.00,34.65
0.05,226.52,9.13,0.00,11.37,0.80,50.00,34.93
0.05,226.56,9.06,0.00,11.32,0.80,50.00,35.22
0.05,227.21,9.01,0.00,11.38,0.80,50.01,34.65
0.05,226.96,8.70,0.00,11.23,0.78,50.01,34.65
0.05,226.94,9.04,0.00,11.36,0.79,50.00,34.65
0.05,227.05,8.91,0.00,11.32,0.79,50.00,34.93
0.05,227.24,9.02,0.00,11.36,0.79,50.00,34.36
0.05,226.96,9.21,0.00,11.45,0.79,50.00,34.65
0.05,226.85,8.72,0.00,11.23,0.79,50.01,35.22
0.05,227.06,8.74,0.00,11.26,0.77,50.01,34.93
0.05,226.99,8.72,0.00,11.24,0.78,50.01,34.65
0.05,226.98,9.00,0.00,11.33,0.78,50.01,35.22
0.05,227.26,9.10,0.00,11.43,0.79,50.01,34.65
0.05,227.52,8.90,0.00,11.38,0.80,50.01,35.22
0.05,227.24,8.57,0.00,11.25,0.77,50.01,34.65
0.05,227.34,8.99,0.00,11.35,0.77,50.01,34.93
0.05,227.59,8.85,0.00,11.36,0.79,50.01,34.93
0.05,227.73,8.98,0.00,11.40,0.78,50.01,34.93
0.05,227.60,9.09,0.00,11.44,0.79,50.01,34.65
0.05,227.51,9.06,0.00,11.44,0.80,50.00,34.65
0.05,227.99,8.72,0.00,11.37,0.78,50.00,34.65
0.05,227.94,9.04,0.00,11.45,0.79,50.01,34.65
0.05,227.54,8.91,0.00,11.36,0.79,49.99,34.36
0.05,227.90,9.14,0.00,11.48,0.79,50.00,34.65
0.05,228.17,9.06,0.00,11.50,0.79,50.00,34.93
0.05,227.82,8.80,0.00,11.37,0.78,50.00,34.93
0.05,227.81,8.68,0.00,11.33,0.76,50.00,34.93
0.05,227.96,9.12,0.00,11.48,0.78,50.00,34.65
0.05,227.85,9.11,0.00,11.47,0.79,49.99,35.22
0.05,227.53,9.17,0.00,11.47,0.79,49.99,34.93
0.05,227.68,9.17,0.00,11.49,0.80,49.99,34.65
0.05,228.11,8.82,0.00,11.42,0.78,49.98,35.22
0.05,228.31,9.11,0.00,11.50,0.77,49.99,34.65
0.05,228.15,9.13,0.00,11.55,0.80,50.00,34.65
0.05,228.30,9.03,0.00,11.48,0.78,50.00,34.93
0.05,228.23,9.24,0.00,11.57,0.79,50.00,35.22
0.05,228.38,8.95,0.00,11.51,0.80,50.01,34.93
0.05,228.24,8.68,0.00,11.41,0.78,50.02,34.65
0.05,227.92,9.10,0.00,11.45,0.78,50.01,34.36
0.05,228.02,9.01,0.00,11.44,0.78,50.02,34.93
0.05,228.10,8.97,0.00,11.44,0.78,50.01,34.65
0.05,228.15,9.19,0.00,11.54,0.79,50.01,35.22
0.05,227.80,8.91,0.00,11.39,0.79,50.01,34.93
0.05,228.07,8.90,0.00,11.42,0.77,50.00,34.93
0.05,228.28,9.06,0.00,11.50,0.78,50.01,35.22
0.05,228.03,9.09,0.00,11.49,0.78,50.00,35.22
0.05,227.96,8.98,0.00,11.43,0.78,50.00,34.93
0.05,228.33,9.25,0.00,11.61,0.79,50.00,34.93
0.05,228.11,8.97,0.00,11.47,0.79,50.00,34.65
0.05,228.27,9.00,0.00,11.47,0.78,50.00,35.22
0.05,228.24,8.95,0.00,11.46,0.79,50.01,34.65
0.05,228.19,9.03,0.00,11.47,0.78,50.01,34.65
0.05,228.21,9.08,0.00,11.48,0.79,50.00,34.93
0.05,228.58,9.01,0.00,11.52,0.80,50.00,34.93
0.05,228.65,8.95,0.00,11.50,0.78,49.99,34.93
0.05,228.73,9.01,0.00,11.53,0.78,49.98,34.93
0.05,228.32,9.01,0.00,11.48,0.78,49.98,34.93
0.05,228.32,9.01,0.00,11.47,0.78,49.97,34.36
0.05,228.33,9.22,0.00,11.57,0.78,49.97,34.36
0.05,228.58,9.03,0.00,11.54,0.79,49.97,34.93
0.05,228.21,8.74,0.00,11.40,0.77,49.97,35.22
0.05,228.19,9.09,0.00,11.52,0.78,49.96,35.22
0.05,228.74,8.98,0.00,11.53,0.78,49.96,34.93
0.05,228.22,9.11,0.00,11.50,0.79,49.96,34.65
0.05,228.31,9.29,0.00,11.62,0.79,49.97,34.65
0.05,228.65,8.84,0.00,11.49,0.78,49.97,34.93
0.05,228.61,8.77,0.00,11.44,0.76,49.96,34.93
0.05,228.33,8.93,0.00,11.45,0.78,49.97,34.93
0.05,228.32,9.12,0.00,11.51,0.78,49.97,34.65
0.05,228.74,9.13,0.00,11.59,0.79,49.97,34.65
0.05,228.88,9.11,0.00,11.61,0.79,49.96,34.93
0.05,228.33,8.92,0.00,11.46,0.78,49.96,34.93
0.05,229.02,8.96,0.00,11.55,0.78,49.96,34.93
0.05,229.34,9.04,0.00,11.61,0.78,49.96,34.36
0.05,228.79,9.05,0.00,11.57,0.78,49.97,34.65
0.05,229.13,9.28,0.00,11.69,0.79,49.97,34.93
0.05,229.09,9.28,0.00,11.70,0.80,49.98,34.65
0.05,229.01,9.01,0.00,11.55,0.78,49.98,34.65
0.05,229.12,9.18,0.00,11.63,0.78,49.98,34.65
0.05,229.09,9.07,0.00,11.60,0.79,49.99,35.50
0.05,228.71,9.02,0.00,11.52,0.76,50.00,34.93
0.05,228.86,9.25,0.00,11.61,0.79,50.00,34.65
0.05,229.02,8.99,0.00,11.56,0.80,50.01,34.36
0.05,229.27,8.86,0.00,11.55,0.77,50.03,35.22
0.05,229.03,9.22,0.00,11.61,0.78,50.05,34.36
0.05,229.20,9.16,0.00,11.61,0.79,50.07,34.65
0.05,229.11,9.21,0.00,11.62,0.79,50.07,34.36
0.05,228.90,9.31,0.00,11.69,0.80,50.07,34.93
0.05,228.51,9.07,0.00,11.52,0.79,50.07,34.65
0.05,228.38,8.94,0.00,11.44,0.77,50.06,34.93
0.05,228.58,9.01,0.00,11.49,0.79,50.06,34.65
0.05,228.38,9.19,0.00,11.54,0.80,50.06,35.22
0.05,228.51,9.04,0.00,11.51,0.80,50.05,34.65
0.05,228.48,8.97,0.00,11.49,0.79,50.05,35.22
0.05,228.45,8.84,0.00,11.43,0.78,50.05,34.93
0.05,228.52,9.07,0.00,11.48,0.78,50.05,35.22
0.05,228.52,8.93,0.00,11.46,0.79,50.06,34.65
0.05,228.32,9.05,0.00,11.48,0.78,50.06,34.93
0.05,228.04,9.00,0.00,11.42,0.79,50.06,35.22
0.05,227.69,8.90,0.00,11.36,0.80,50.06,35.22
0.05,227.64,8.67,0.00,11.28,0.77,50.05,34.93
0.05,227.86,9.12,0.00,11.44,0.78,50.05,35.50
0.05,227.59,8.79,0.00,11.30,0.79,50.05,35.50
0.05,227.66,9.13,0.00,11.42,0.78,50.05,34.93
0.05,228.14,9.07,0.00,11.45,0.79,50.05,35.22
0.05,227.88,8.87,0.00,11.36,0.79,50.05,35.22
0.05,227.79,8.74,0.00,11.31,0.78,50.06,35.22
0.05,226.92,8.78,0.00,11.21,0.79,50.05,35.50
0.05,227.78,9.08,0.00,11.39,0.78,50.05,34.65
0.05,227.26,9.07,0.00,11.38,0.79,50.04,34.93
0.05,227.24,9.10,0.00,11.40,0.80,50.05,34.93
0.05,227.56,8.82,0.00,11.31,0.79,50.05,34.65
0.05,227.50,8.93,0.00,11.33,0.77,50.05,34.93
0.05,227.41,9.02,0.00,11.38,0.80,50.05,35.22
0.05,227.61,9.18,0.00,11.49,0.80,50.06,34.65
0.05,227.88,9.06,0.00,11.41,0.80,50.06,34.93
0.05,227.74,8.94,0.00,11.40,0.80,50.05,34.93
0.05,227.42,8.49,0.00,11.23,0.78,50.05,35.50
0.05,227.44,8.90,0.00,11.30,0.77,50.03,34.93
0.05,227.60,8.82,0.00,11.30,0.78,50.03,34.93
0.05,227.47,8.94,0.00,11.33,0.78,50.03,34.65
0.05,227.53,9.13,0.00,11.41,0.80,50.02,34.65
0.05,227.67,8.87,0.00,11.32,0.79,50.02,34.65
0.05,227.59,8.87,0.00,11.33,0.78,50.02,35.22
0.05,227.09,9.01,0.00,11.32,0.79,50.02,34.93
0.05,227.29,8.83,0.00,11.27,0.78,50.01,35.22
0.05,227.60,8.96,0.00,11.35,0.78,50.01,34.65
0.05,227.47,9.25,0.00,11.49,0.79,50.01,34.93
0.05,227.32,8.88,0.00,11.31,0.79,50.00,34.65
0.05,227.51,8.91,0.00,11.32,0.78,50.00,35.22
0.05,227.40,8.93,0.00,11.34,0.79,50.00,34.65
0.05,227.39,8.86,0.00,11.31,0.79,50.00,34.08
0.05,227.10,8.96,0.00,11.32,0.79,50.00,34.93
0.05,226.69,8.98,0.00,11.31,0.80,50.00,35.22
0.05,227.12,8.71,0.00,11.24,0.79,50.00,35.22
0.05,227.11,8.95,0.00,11.30,0.78,50.00,34.65
0.05,227.03,8.75,0.00,11.23,0.80,50.01,34.93
0.05,226.81,8.96,0.00,11.28,0.79,50.00,34.36
0.05,226.86,8.95,0.00,11.27,0.79,50.00,34.93
0.05,226.92,8.81,0.00,11.25,0.80,50.00,35.22
0.05,226.95,8.52,0.00,11.16,0.78,49.99,34.93
0.05,226.73,8.94,0.00,11.26,0.78,50.00,34.93
0.05,227.17,8.82,0.00,11.27,0.79,50.00,34.93
0.05,227.63,9.05,0.00,11.40,0.79,50.00,34.65
0.05,227.58,9.22,0.00,11.48,0.79,49.99,34.93
0.05,227.39,8.67,0.00,11.26,0.78,50.00,34.36
0.05,227.74,8.89,0.00,11.34,0.78,50.00,34.65
0.05,227.65,8.98,0.00,11.38,0.79,50.00,35.50
0.05,227.65,8.88,0.00,11.33,0.78,50.00,35.22
0.05,227.50,8.98,0.00,11.37,0.79,50.00,34.93
0.05,227.67,9.18,0.00,11.49,0.80,50.00,35.50
0.05,227.75,8.95,0.00,11.40,0.80,50.00,34.65
0.05,227.58,8.84,0.00,11.31,0.77,50.00,35.22
0.05,227.78,8.82,0.00,11.34,0.78,50.00,35.50
0.05,228.21,9.02,0.00,11.47,0.79,50.00,35.22
0.05,227.90,9.17,0.00,11.49,0.79,50.00,34.93
0.05,227.45,9.00,0.00,11.38,0.80,50.00,34.93
0.05,227.17,8.59,0.00,11.20,0.78,50.00,35.50
0.05,227.33,8.95,0.00,11.31,0.78,50.00,34.65
0.05,227.39,8.71,0.00,11.25,0.79,50.00,35.22
0.05,227.35,8.90,0.00,11.31,0.79,50.00,34.65
0.05,227.31,9.04,0.00,11.39,0.80,49.99,34.36
0.05,227.41,8.83,0.00,11.31,0.79,49.99,35.22
0.05,227.13,8.71,0.00,11.23,0.78,49.99,35.22
0.05,227.03,8.93,0.00,11.28,0.78,49.98,34.93
0.05,227.36,8.97,0.00,11.32,0.78,49.98,34.65
0.05,227.04,9.00,0.00,11.31,0.79,49.97,34.36
0.05,226.99,9.01,0.00,11.32,0.80,49.97,34.93
0.05,227.13,8.77,0.00,11.25,0.79,49.97,35.50
0.05,227.23,8.77,0.00,11.27,0.78,49.97,34.93
0.05,227.34,8.97,0.00,11.35,0.79,49.97,34.93
0.05,227.32,8.98,0.00,11.37,0.79,49.97,35.22
0.05,227.49,9.12,0.00,11.43,0.79,49.96,35.50
0.05,227.24,9.14,0.00,11.44,0.80,49.96,34.65
0.05,226.93,8.67,0.00,11.21,0.79,49.96,34.93
0.05,226.57,8.80,0.00,11.18,0.78,49.96,34.65
0.05,227.22,8.98,0.00,11.35,0.80,49.97,34.36
0.05,227.08,8.96,0.00,11.32,0.79,49.97,34.93
0.05,226.73,9.04,0.00,11.35,0.80,49.96,34.93
0.05,226.96,9.10,0.00,11.39,0.80,49.96,35.22
0.05,226.85,8.77,0.00,11.22,0.79,49.96,34.65
0.05,226.83,8.90,0.00,11.26,0.78,49.96,34.93
0.05,227.17,8.74,0.00,11.25,0.78,49.96,34.65
0.05,227.12,8.87,0.00,11.27,0.77,49.96,35.22
0.05,226.78,8.84,0.00,11.22,0.79,49.96,35.50
0.05,226.57,8.76,0.00,11.20,0.80,49.97,35.22
0.05,226.49,8.60,0.00,11.11,0.78,49.96,34.93
0.05,226.65,8.80,0.00,11.20,0.79,49.96,34.65
0.05,226.60,8.83,0.00,11.20,0.78,49.96,34.93
